block,plot,precipitation,species,replicate,func_group,life_history,first_flower_mean,early_late,forb_grass,gdd,first_flower,last_flower,first_fruit,last_fruit,peak_flower,peak_fruit,duration_flower,duration_fruit
1,2,-20,SE,4,C3,perennial,278,late,forb,3768.35,276,301,287,322,284,302,26,36
1,3,-40,SE,1,C3,perennial,237,late,forb,3576.5,276,280,287,287,276,299,5,1
1,3,-40,SE,2,C3,perennial,237,late,forb,3576.5,175,314,290,314,297,302,140,25
1,3,-40,SE,3,C3,perennial,237,late,forb,3576.5,175,314,284,322,290,307,140,39
1,3,-40,SE,4,C3,perennial,237,late,forb,3576.5,284,314,284,322,301,307,31,39
1,3,-40,SE,5,C3,perennial,237,late,forb,3576.5,276,290,284,290,280,291,15,7
1,4,-60,SE,2,C3,perennial,181,late,forb,3236.85,178,290,287,314,279,292,113,28
1,4,-60,SE,4,C3,perennial,181,late,forb,3236.85,184,290,287,322,276,288,107,36
1,5,0,SE,2,C3,perennial,217,late,forb,3101.5,182,290,287,314,282,298,109,28
1,5,0,SE,3,C3,perennial,217,late,forb,3101.5,287,290,287,314,285,298,4,28
1,5,0,SE,5,C3,perennial,217,late,forb,3101.5,182,287,255,322,270,289,106,68
1,6,-100,SE,3,C3,perennial,178,late,forb,1054.2,178,290,287,308,294,299,113,22
1,7,-80,SE,1,C3,perennial,290,late,forb,2917.6,290,314,301,322,293,305,25,22
2,8,-40,SE,2,C3,perennial,281,late,forb,3265.4,287,290,287,314,286,298,4,28
2,8,-40,SE,3,C3,perennial,281,late,forb,3265.4,287,290,290,301,286,295,4,12
2,8,-40,SE,4,C3,perennial,281,late,forb,3265.4,273,290,287,322,277,302,18,36
2,8,-40,SE,5,C3,perennial,281,late,forb,3265.4,280,290,287,322,285,302,11,36
2,9,-80,SE,2,C3,perennial,234,late,forb,2457.55,287,290,290,322,292,304,4,33
2,9,-80,SE,3,C3,perennial,234,late,forb,2457.55,182,290,301,308,285,303,109,8
2,10,-20,SE,1,C3,perennial,273,late,forb,4367.55,217,314,301,308,308,309,98,8
2,10,-20,SE,3,C3,perennial,273,late,forb,4367.55,287,308,287,314,288,298,22,28
2,10,-20,SE,4,C3,perennial,273,late,forb,4367.55,290,308,301,322,298,303,19,22
2,10,-20,SE,5,C3,perennial,273,late,forb,4367.55,301,314,301,322,308,316,14,22
2,11,50,SE,1,C3,perennial,245,late,forb,1244.75,301,301,301,314,311,308,1,14
2,11,50,SE,2,C3,perennial,245,late,forb,1244.75,178,301,287,301,285,300,124,15
2,11,50,SE,3,C3,perennial,245,late,forb,1244.75,287,322,301,308,298,299,36,8
2,11,50,SE,4,C3,perennial,245,late,forb,1244.75,280,280,287,287,295,299,1,1
2,11,50,SE,5,C3,perennial,245,late,forb,1244.75,182,290,287,290,285,287,109,4
2,12,-60,SE,4,C3,perennial,297,late,forb,3227.4,280,314,287,322,289,304,35,36
2,12,-60,SE,5,C3,perennial,297,late,forb,3227.4,314,314,308,322,311,311,1,15
2,13,0,SE,1,C3,perennial,283,late,forb,3027.9,269,314,287,322,289,301,46,36
2,13,0,SE,2,C3,perennial,283,late,forb,3027.9,287,301,290,308,287,298,15,19
2,13,0,SE,3,C3,perennial,283,late,forb,3027.9,287,301,287,314,287,298,15,28
2,13,0,SE,4,C3,perennial,283,late,forb,3027.9,287,314,287,322,287,304,28,36
2,13,0,SE,5,C3,perennial,283,late,forb,3027.9,287,301,287,314,288,301,15,28
2,14,-100,SE,1,C3,perennial,294,late,forb,2852.45,301,308,287,314,306,311,8,28
2,14,-100,SE,5,C3,perennial,294,late,forb,2852.45,287,314,290,322,293,305,28,33
3,15,-80,SE,1,C3,perennial,265,late,forb,3005.65,290,314,301,322,301,308,25,22
3,15,-80,SE,2,C3,perennial,265,late,forb,3005.65,287,308,290,314,291,300,22,25
3,15,-80,SE,3,C3,perennial,265,late,forb,3005.65,290,314,287,322,301,305,25,36
3,15,-80,SE,4,C3,perennial,265,late,forb,3005.65,287,301,290,301,299,305,15,12
3,15,-80,SE,5,C3,perennial,265,late,forb,3005.65,175,287,301,314,284,302,113,14
3,16,-100,SE,1,C3,perennial,222,late,forb,2853.1,178,290,287,314,279,292,113,28
3,16,-100,SE,2,C3,perennial,222,late,forb,2853.1,287,290,287,308,287,295,4,22
3,16,-100,SE,3,C3,perennial,222,late,forb,2853.1,184,308,290,314,286,302,125,25
3,16,-100,SE,4,C3,perennial,222,late,forb,2853.1,287,301,301,322,288,311,15,22
3,16,-100,SE,5,C3,perennial,222,late,forb,2853.1,175,308,287,322,287,304,134,36
3,17,0,SE,1,C3,perennial,284,late,forb,2815,287,290,290,314,292,299,4,25
3,17,0,SE,2,C3,perennial,284,late,forb,2815,280,290,287,322,285,305,11,36
3,17,0,SE,3,C3,perennial,284,late,forb,2815,287,287,290,314,299,296,1,25
3,17,0,SE,4,C3,perennial,284,late,forb,2815,280,290,290,290,300,301,11,1
3,17,0,SE,5,C3,perennial,284,late,forb,2815,290,314,290,322,304,305,25,33
3,18,-20,SE,1,C3,perennial,287,late,forb,3998.95,287,290,273,314,286,289,4,42
3,19,-60,SE,1,C3,perennial,271,late,forb,2895.8,301,314,314,322,301,312,14,9
3,19,-60,SE,2,C3,perennial,271,late,forb,2895.8,301,314,301,322,313,311,14,22
3,19,-60,SE,3,C3,perennial,271,late,forb,2895.8,301,314,314,322,303,314,14,9
3,19,-60,SE,4,C3,perennial,271,late,forb,2895.8,182,290,290,308,285,294,109,19
3,20,50,SE,1,C3,perennial,225,late,forb,2778.35,182,308,259,314,286,297,127,56
3,20,50,SE,2,C3,perennial,225,late,forb,2778.35,287,308,287,314,286,298,22,28
3,20,50,SE,3,C3,perennial,225,late,forb,2778.35,184,308,287,314,277,297,125,28
3,20,50,SE,4,C3,perennial,225,late,forb,2778.35,290,314,301,322,295,309,25,22
3,20,50,SE,5,C3,perennial,225,late,forb,2778.35,182,314,287,322,284,299,133,36
3,21,-40,SE,1,C3,perennial,256,late,forb,3547,276,322,287,308,283,292,47,22
3,21,-40,SE,2,C3,perennial,256,late,forb,3547,287,314,287,322,297,306,28,36
3,21,-40,SE,3,C3,perennial,256,late,forb,3547,231,290,287,322,285,301,60,36
3,21,-40,SE,4,C3,perennial,256,late,forb,3547,231,314,301,322,311,305,84,22
3,21,-40,SE,5,C3,perennial,256,late,forb,3547,259,290,290,322,294,305,32,33
1,1,50,SN,1,C4,perennial,263,late,grass,3202.95,255,255,255,255,271,271,1,1
1,1,50,SN,4,C4,perennial,263,late,grass,3202.95,273,290,301,314,282,304,18,14
1,1,50,SN,5,C4,perennial,263,late,grass,3202.95,262,301,280,314,279,289,40,35
1,2,-20,SN,3,C4,perennial,271,late,grass,3555,280,301,280,314,282,304,22,35
1,2,-20,SN,5,C4,perennial,271,late,grass,3555,262,290,287,314,274,295,29,28
1,4,-60,SN,1,C4,perennial,258,late,grass,3397.6,255,269,273,280,260,273,15,8
1,4,-60,SN,2,C4,perennial,258,late,grass,3397.6,255,269,255,273,259,258,15,19
1,4,-60,SN,3,C4,perennial,258,late,grass,3397.6,255,276,255,255,260,271,22,1
1,4,-60,SN,4,C4,perennial,258,late,grass,3397.6,259,269,273,290,260,284,11,18
1,4,-60,SN,5,C4,perennial,258,late,grass,3397.6,266,301,287,287,266,301,36,1
1,5,0,SN,1,C4,perennial,263,late,grass,3027.25,259,269,273,276,261,273,11,4
1,5,0,SN,3,C4,perennial,263,late,grass,3027.25,266,290,273,301,276,290,25,29
1,5,0,SN,4,C4,perennial,263,late,grass,3027.25,266,269,273,276,266,285,4,4
1,5,0,SN,5,C4,perennial,263,late,grass,3027.25,262,287,273,308,271,284,26,36
2,9,-80,SN,1,C4,perennial,269,late,grass,2457.55,269,290,287,314,280,301,22,28
2,9,-80,SN,2,C4,perennial,269,late,grass,2457.55,269,290,301,301,287,304,22,1
2,10,-20,SN,2,C4,perennial,273,late,grass,4101.8,259,280,273,273,269,285,22,1
2,10,-20,SN,4,C4,perennial,273,late,grass,4101.8,287,287,290,322,301,304,1,33
2,11,50,SN,1,C4,perennial,260,late,grass,1755.8,266,301,273,308,280,302,36,36
2,11,50,SN,2,C4,perennial,260,late,grass,1755.8,266,290,273,301,274,279,25,29
2,11,50,SN,3,C4,perennial,260,late,grass,1755.8,262,301,273,314,270,302,40,42
2,11,50,SN,4,C4,perennial,260,late,grass,1755.8,249,269,276,280,255,275,21,5
2,12,-60,SN,2,C4,perennial,264,late,grass,3363.85,262,322,273,273,284,285,61,1
2,12,-60,SN,3,C4,perennial,264,late,grass,3363.85,266,322,273,273,286,285,57,1
2,13,0,SN,1,C4,perennial,266,late,grass,2941.85,266,287,273,290,273,285,22,18
2,13,0,SN,5,C4,perennial,266,late,grass,2941.85,266,287,290,301,274,290,22,12
2,14,-100,SN,3,C4,perennial,266,late,grass,3679.85,266,308,287,290,279,287,43,4
3,17,0,SN,1,C4,perennial,266,late,grass,2726.25,269,287,280,287,276,284,19,8
3,17,0,SN,2,C4,perennial,266,late,grass,2726.25,269,301,273,314,285,303,33,42
3,17,0,SN,3,C4,perennial,266,late,grass,2726.25,262,280,273,287,265,273,19,15
3,17,0,SN,5,C4,perennial,266,late,grass,2726.25,266,290,301,301,273,304,25,1
3,18,-20,SN,1,C4,perennial,263,late,grass,3784.8,266,301,273,290,273,287,36,18
3,18,-20,SN,2,C4,perennial,263,late,grass,3784.8,259,314,266,314,282,272,56,49
3,18,-20,SN,3,C4,perennial,263,late,grass,3784.8,259,290,273,322,276,295,32,50
3,18,-20,SN,4,C4,perennial,263,late,grass,3784.8,266,290,273,308,275,290,25,36
3,18,-20,SN,5,C4,perennial,263,late,grass,3784.8,266,308,273,314,284,290,43,42
3,19,-60,SN,3,C4,perennial,269,late,grass,3029.95,252,301,273,314,266,284,50,42
3,19,-60,SN,5,C4,perennial,269,late,grass,3029.95,287,314,290,290,301,301,28,1
3,20,50,SN,1,C4,perennial,262,late,grass,3329.25,266,301,290,322,273,308,36,33
3,20,50,SN,2,C4,perennial,262,late,grass,3329.25,259,280,273,290,265,276,22,18
3,20,50,SN,3,C4,perennial,262,late,grass,3329.25,262,280,273,290,266,285,19,18
1,1,50,SS,1,C4,perennial,262,late,grass,2799.4,262,301,284,290,282,287,40,7
1,2,-20,SS,5,C4,perennial,276,late,grass,3495.9,276,314,276,322,287,306,39,47
1,3,-40,SS,1,C4,perennial,273,late,grass,3837.65,276,290,273,280,287,271,15,8
1,3,-40,SS,2,C4,perennial,273,late,grass,3837.65,273,273,273,273,291,291,1,1
1,3,-40,SS,3,C4,perennial,273,late,grass,3837.65,273,284,273,273,278,291,12,1
1,3,-40,SS,4,C4,perennial,273,late,grass,3837.65,273,273,273,273,291,291,1,1
1,4,-60,SS,1,C4,perennial,248,late,grass,3236.85,238,314,276,322,287,301,77,47
1,4,-60,SS,2,C4,perennial,248,late,grass,3236.85,259,314,276,322,278,288,56,47
1,4,-60,SS,3,C4,perennial,248,late,grass,3236.85,238,308,280,322,273,301,71,43
1,4,-60,SS,4,C4,perennial,248,late,grass,3236.85,259,290,273,322,264,302,32,50
1,5,0,SS,1,C4,perennial,260,late,grass,2974.5,266,314,276,280,287,287,49,5
1,5,0,SS,2,C4,perennial,260,late,grass,2974.5,262,269,280,287,266,294,8,8
1,5,0,SS,3,C4,perennial,260,late,grass,2974.5,252,314,276,322,273,292,63,47
1,5,0,SS,4,C4,perennial,260,late,grass,2974.5,259,308,276,322,274,297,50,47
1,5,0,SS,5,C4,perennial,260,late,grass,2974.5,262,314,276,322,275,287,53,47
1,6,-100,SS,2,C4,perennial,237,late,grass,1054.2,234,314,273,322,289,308,81,50
1,6,-100,SS,5,C4,perennial,237,late,grass,1054.2,241,314,259,322,266,285,74,64
1,7,-80,SS,1,C4,perennial,248,late,grass,2779.1,231,314,280,322,286,314,84,43
1,7,-80,SS,4,C4,perennial,248,late,grass,2779.1,246,314,301,301,290,302,69,1
1,7,-80,SS,5,C4,perennial,248,late,grass,2779.1,269,314,276,287,289,280,46,12
2,8,-40,SS,1,C4,perennial,262,late,grass,3527.7,262,314,287,322,271,289,53,36
2,8,-40,SS,2,C4,perennial,262,late,grass,3527.7,266,308,276,314,287,295,43,39
2,8,-40,SS,3,C4,perennial,262,late,grass,3527.7,255,314,276,322,272,304,60,47
2,8,-40,SS,4,C4,perennial,262,late,grass,3527.7,259,322,276,322,289,311,64,47
2,8,-40,SS,5,C4,perennial,262,late,grass,3527.7,269,314,280,322,297,314,46,43
2,9,-80,SS,2,C4,perennial,262,late,grass,2457.55,255,322,280,280,284,295,68,1
2,9,-80,SS,5,C4,perennial,262,late,grass,2457.55,269,308,287,301,301,290,40,15
2,10,-20,SS,2,C4,perennial,257,late,grass,4029.95,262,301,276,322,282,309,40,47
2,10,-20,SS,4,C4,perennial,257,late,grass,4029.95,252,314,280,322,265,296,63,43
2,11,50,SS,1,C4,perennial,238,late,grass,1375.05,249,308,280,314,271,294,60,35
2,11,50,SS,2,C4,perennial,238,late,grass,1375.05,252,308,273,322,261,287,57,50
2,11,50,SS,3,C4,perennial,238,late,grass,1375.05,231,314,262,322,265,290,84,61
2,11,50,SS,4,C4,perennial,238,late,grass,1375.05,231,301,259,314,265,287,71,56
2,11,50,SS,5,C4,perennial,238,late,grass,1375.05,231,314,273,322,265,286,84,50
2,12,-60,SS,3,C4,perennial,262,late,grass,3227.4,262,301,287,314,262,301,40,28
2,13,0,SS,3,C4,perennial,264,late,grass,2885.5,266,266,287,287,287,297,1,1
2,13,0,SS,5,C4,perennial,264,late,grass,2885.5,262,314,287,322,275,304,53,36
2,14,-100,SS,2,C4,perennial,259,late,grass,3329,259,290,290,290,264,300,32,1
2,14,-100,SS,4,C4,perennial,259,late,grass,3329,259,314,276,314,278,286,56,39
3,16,-100,SS,4,C4,perennial,273,late,grass,3266.9,273,314,280,308,285,292,42,29
3,17,0,SS,1,C4,perennial,263,late,grass,2688.35,259,314,273,322,299,290,56,50
3,17,0,SS,2,C4,perennial,263,late,grass,2688.35,262,314,287,322,274,295,53,36
3,17,0,SS,3,C4,perennial,263,late,grass,2688.35,259,314,280,308,275,290,56,29
3,17,0,SS,4,C4,perennial,263,late,grass,2688.35,276,301,280,280,286,295,26,1
3,17,0,SS,5,C4,perennial,263,late,grass,2688.35,259,314,280,322,269,301,56,43
3,18,-20,SS,4,C4,perennial,266,late,grass,3726.5,266,314,280,322,287,299,49,43
3,18,-20,SS,5,C4,perennial,266,late,grass,3726.5,266,314,301,322,304,316,49,22
3,19,-60,SS,1,C4,perennial,259,late,grass,2895.8,266,287,280,280,274,292,22,1
3,19,-60,SS,2,C4,perennial,259,late,grass,2895.8,266,314,290,322,282,311,49,33
3,19,-60,SS,3,C4,perennial,259,late,grass,2895.8,266,301,280,290,284,287,36,11
3,19,-60,SS,4,C4,perennial,259,late,grass,2895.8,259,314,280,308,275,301,56,29
3,19,-60,SS,5,C4,perennial,259,late,grass,2895.8,238,314,280,322,273,315,77,43
3,20,50,SS,2,C4,perennial,242,late,grass,2919.5,252,301,276,322,268,304,50,47
3,20,50,SS,3,C4,perennial,242,late,grass,2919.5,234,287,280,290,267,280,54,11
3,20,50,SS,4,C4,perennial,242,late,grass,2919.5,249,314,276,322,273,310,66,47
3,20,50,SS,5,C4,perennial,242,late,grass,2919.5,234,314,269,322,267,302,81,54
3,21,-40,SS,4,C4,perennial,280,late,grass,3806.3,280,301,273,290,287,287,22,18
